Exch,Exchange Segment,Group Name,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Trading Symbol,Lot Size,Tick Size
NSE,nse_cm,EQ,SHALPAINTS,15342,0,SHALIM PAINTS LTD,SHALPAINTS-EQ,SHALPAINTS-EQ,1,0.01
NSE,nse_cm,EQ,SHANKARA,20321,0,SHANKARA BLDG PRODUCT LTD,SHANKARA-EQ,SHANKARA-EQ,1,0.05
NSE,nse_cm,EQ,SHANTI,5650,0,SHANTI OVERSEAS INDIA LTD,SHANTI-EQ,SHANTI-EQ,1,0.01
NSE,nse_cm,EQ,SHK,11212,0,S H KELKAR AND CO. LTD.,SHK-EQ,SHK-EQ,1,0.01
NSE,nse_cm,EQ,SHIVATEX,804,0,SHIVA TEXYARN LIMITED,SHIVATEX-EQ,SHIVATEX-EQ,1,0.01
NSE,nse_cm,EQ,SHIVAMILLS,1497,0,SHIVA MILLS LIMITED,SHIVAMILLS-EQ,SHIVAMILLS-EQ,1,0.01
NSE,nse_cm,EQ,SHIVALIK,7016,0,SHIVALIK RASAYAN LIMITED,SHIVALIK-EQ,SHIVALIK-EQ,1,0.05
NSE,nse_cm,EQ,SHILPAMED,17752,0,SHILPA MEDICARE LTD,SHILPAMED-EQ,SHILPAMED-EQ,1,0.05
NSE,nse_cm,EQ,SHEMAROO,5068,0,SHEMAROO ENTER. LTD.,SHEMAROO-EQ,SHEMAROO-EQ,1,0.01
NSE,nse_cm,EQ,SHAREINDIA,104,0,SHARE IND. SECURITIES LTD,SHAREINDIA-EQ,SHAREINDIA-EQ,1,0.05
NSE,nse_cm,EQ,SHARDAMOTR,10530,0,SHARDA MOTOR INDS LTD,SHARDAMOTR-EQ,SHARDAMOTR-EQ,1,0.05
NSE,nse_cm,EQ,SHARDACROP,4992,0,SHARDA CROPCHEM LTD.,SHARDACROP-EQ,SHARDACROP-EQ,1,0.05
NSE,nse_cm,EQ,SHANTIGEAR,3078,0,SHANTHI GEARS LTD,SHANTIGEAR-EQ,SHANTIGEAR-EQ,1,0.05
NSE,nse_cm,EQ,SAGCEM,14068,0,SAGAR CEMENTS LIMITED,SAGCEM-EQ,SAGCEM-EQ,1,0.01
NSE,nse_cm,EQ,VINYLINDIA,16821,0,VINYL CHEMICALS (I) LTD.,VINYLINDIA-EQ,VINYLINDIA-EQ,1,0.05
NSE,nse_cm,EQ,VINEETLAB,3807,0,VINEET LABORATORIES LTD,VINEETLAB-EQ,VINEETLAB-EQ,1,0.01
NSE,nse_cm,EQ,VINDHYATEL,3694,0,VINDHYA TELELINKS LTD,VINDHYATEL-EQ,VINDHYATEL-EQ,1,0.05
NSE,nse_cm,EQ,VINATIORGA,17364,0,VINATI ORGANICS LTD,VINATIORGA-EQ,VINATIORGA-EQ,1,0.05
NSE,nse_cm,EQ,VIKASLIFE,9931,0,VIKAS LIFECARE LIMITED,VIKASLIFE-EQ,VIKASLIFE-EQ,1,0.01
NSE,nse_cm,EQ,VIKASECO,25756,0,VIKAS ECOTECH LIMITED,VIKASECO-EQ,VIKASECO-EQ,1,0.01
NSE,nse_cm,EQ,VIJAYA,5585,0,VIJAYA DIAGNOSTIC CEN LTD,VIJAYA-EQ,VIJAYA-EQ,1,0.05
NSE,nse_cm,EQ,VIMTALABS,13101,0,VIMTA LABS LIMITED,VIMTALABS-EQ,VIMTALABS-EQ,1,0.05
NSE,nse_cm,EQ,VIPIND,3703,0,VIP INDUSTRIES LTD,VIPIND-EQ,VIPIND-EQ,1,0.05
NSE,nse_cm,EQ,VIPULLTD,8424,0,VIPUL LIMITED,VIPULLTD-EQ,VIPULLTD-EQ,1,0.01
NSE,nse_cm,EQ,VIRINCHI,15295,0,VIRINCHI LIMITED,VIRINCHI-EQ,VIRINCHI-EQ,1,0.01
NSE,nse_cm,EQ,VLSFINANCE,3715,0,VLS FINANCE LTD,VLSFINANCE-EQ,VLSFINANCE-EQ,1,0.05
NSE,nse_cm,EQ,VLEGOV,18012,0,VL E GOV AND IT SOL LTD,VLEGOV-EQ,VLEGOV-EQ,1,0.01
NSE,nse_cm,EQ,VIVIDHA,29877,0,VISAGAR POLYTEX LTD,VIVIDHA-EQ,VIVIDHA-EQ,1,0.01
NSE,nse_cm,EQ,VISHWARAJ,13702,0,VISHWARAJ SUGAR IND LTD,VISHWARAJ-EQ,VISHWARAJ-EQ,1,0.01
NSE,nse_cm,EQ,VISHNU,6908,0,VISHNU CHEMICALS LIMITED,VISHNU-EQ,VISHNU-EQ,1,0.05
NSE,nse_cm,EQ,VISAKAIND,4221,0,VISAKA INDUSTRIES LIMITED,VISAKAIND-EQ,VISAKAIND-EQ,1,0.01
NSE,nse_cm,EQ,VIDHIING,13536,0,VIDHI SPCLTY F INGRDNTS L,VIDHIING-EQ,VIDHIING-EQ,1,0.05
NSE,nse_cm,EQ,VHL,11892,0,VARDHMAN HOLDINGS LIMITED,VHL-EQ,VHL-EQ,1,0.05
NSE,nse_cm,EQ,VASCONEQ,18110,0,VASCON ENGINEERS LTD,VASCONEQ-EQ,VASCONEQ-EQ,1,0.01
NSE,nse_cm,EQ,VARROC,3857,0,VARROC ENGINEERING LTD.,VARROC-EQ,VARROC-EQ,1,0.05
NSE,nse_cm,EQ,VARDHACRLC,11220,0,VARDHAMAN ACRYLICS LTD,VARDHACRLC-EQ,VARDHACRLC-EQ,1,0.01
NSE,nse_cm,EQ,VALIANTORG,330,0,VALIANT ORGANICS LIMITED,VALIANTORG-EQ,VALIANTORG-EQ,1,0.05
NSE,nse_cm,EQ,VALIANTLAB,19218,0,VALIANT LABORATORIES LTD,VALIANTLAB-EQ,VALIANTLAB-EQ,1,0.01
NSE,nse_cm,EQ,VAKRANGEE,13342,0,VAKRANGEE LIMITED,VAKRANGEE-EQ,VAKRANGEE-EQ,1,0.01
NSE,nse_cm,EQ,VAISHALI,16589,0,VAISHALI PHARMA LIMITED,VAISHALI-EQ,VAISHALI-EQ,1,0.01
NSE,nse_cm,EQ,VAIBHAVGBL,11364,0,VAIBHAV GLOBAL LIMITED,VAIBHAVGBL-EQ,VAIBHAVGBL-EQ,1,0.05
NSE,nse_cm,EQ,VADILALIND,24196,0,VADILAL INDUSTRIES LTD,VADILALIND-EQ,VADILALIND-EQ,1,0.05
NSE,nse_cm,EQ,V1NSETEST,12863,0,V1NSETEST,V1NSETEST-EQ,V1NSETEST-EQ,1,0.05
NSE,nse_cm,EQ,UTTAMSUGAR,13376,0,UTTAM SUGAR MILLS LTD.,UTTAMSUGAR-EQ,UTTAMSUGAR-EQ,1,0.05
NSE,nse_cm,EQ,VASWANI,25340,0,VASWANI IND LTD,VASWANI-EQ,VASWANI-EQ,1,0.01
NSE,nse_cm,EQ,VMART,29284,0,VMART RETAIL LTD,VMART-EQ,VMART-EQ,1,0.05
NSE,nse_cm,EQ,VBL,18921,0,VARUN BEVERAGES LIMITED,VBL-EQ,VBL-EQ,1,0.05
NSE,nse_cm,EQ,VGUARD,15362,0,V-GUARD IND LTD.,VGUARD-EQ,VGUARD-EQ,1,0.05
NSE,nse_cm,EQ,VESUVIUS,3676,0,VESUVIUS INDIA LTD,VESUVIUS-EQ,VESUVIUS-EQ,1,0.05
NSE,nse_cm,EQ,VERTOZ,18863,0,VERTOZ LIMITED,VERTOZ-EQ,VERTOZ-EQ,1,0.01
NSE,nse_cm,EQ,VENUSREM,13859,0,VENUS REMEDIES LIMITED,VENUSREM-EQ,VENUSREM-EQ,1,0.05
NSE,nse_cm,EQ,VENUSPIPES,9592,0,VENUS PIPES & TUBES LTD,VENUSPIPES-EQ,VENUSPIPES-EQ,1,0.05
NSE,nse_cm,EQ,VENKEYS,3757,0,VENKY S (INDIA) LIMITED,VENKEYS-EQ,VENKEYS-EQ,1,0.05
NSE,nse_cm,EQ,VEDL,3063,0,VEDANTA LIMITED,VEDL-EQ,VEDL-EQ,1,0.05
NSE,nse_cm,EQ,VOLTAMP,13577,0,VOLTAMP TRANSFORMERS LTD,VOLTAMP-EQ,VOLTAMP-EQ,1,0.05
NSE,nse_cm,EQ,VOLTAS,3718,0,VOLTAS LTD,VOLTAS-EQ,VOLTAS-EQ,1,0.05
NSE,nse_cm,EQ,VPRPL,18341,0,VISHNU PRAKASH R PUNGLI L,VPRPL-EQ,VPRPL-EQ,1,0.01
NSE,nse_cm,EQ,YUKEN,5501,0,YUKEN INDIA LIMITED,YUKEN-EQ,YUKEN-EQ,1,0.05
NSE,nse_cm,EQ,YESBANK,11915,0,YES BANK LIMITED,YESBANK-EQ,YESBANK-EQ,1,0.01
NSE,nse_cm,EQ,YATRA,18760,0,YATRA ONLINE LIMITED,YATRA-EQ,YATRA-EQ,1,0.01
NSE,nse_cm,EQ,YATHARTH,17738,0,YATHARTH HOSP & TRA C S L,YATHARTH-EQ,YATHARTH-EQ,1,0.05
NSE,nse_cm,EQ,YASHO,18131,0,YASHO INDUSTRIES LIMITED,YASHO-EQ,YASHO-EQ,1,0.05
NSE,nse_cm,EQ,XPROINDIA,11407,0,XPRO INDIA LIMITED,XPROINDIA-EQ,XPROINDIA-EQ,1,0.05
NSE,nse_cm,EQ,XELPMOC,8477,0,XELPMOC DESIGN & TECH LTD,XELPMOC-EQ,XELPMOC-EQ,1,0.01
NSE,nse_cm,EQ,XCHANGING,11705,0,XCHANGING SOLUTIONS LTD,XCHANGING-EQ,XCHANGING-EQ,1,0.01
NSE,nse_cm,EQ,WSTCSTPAPR,3799,0,WEST COAST PAPER MILLS LT,WSTCSTPAPR-EQ,WSTCSTPAPR-EQ,1,0.05
NSE,nse_cm,EQ,WSI,14828,0,W.S.INDUSTRIES (I) LTD.,WSI-EQ,WSI-EQ,1,0.01
NSE,nse_cm,EQ,ZAGGLE,18608,0,ZAGGLE PREPA OCEAN SER L,ZAGGLE-EQ,ZAGGLE-EQ,1,0.05
NSE,nse_cm,EQ,WORTH,22277,0,WORTH PERIPHERALS LIMITED,WORTH-EQ,WORTH-EQ,1,0.01
NSE,nse_cm,EQ,ZUARIIND,3827,0,ZUARI INDUSTRIES LIMITED,ZUARIIND-EQ,ZUARIIND-EQ,1,0.05
NSE,nse_cm,EQ,ZUARI,29050,0,ZUARI AGRO CHEMICALS LTD,ZUARI-EQ,ZUARI-EQ,1,0.01
NSE,nse_cm,EQ,ZOTA,11394,0,ZOTA HEALTH CARE LIMITED,ZOTA-EQ,ZOTA-EQ,1,0.05
NSE,nse_cm,EQ,ZOMATO,5097,0,ZOMATO LIMITED,ZOMATO-EQ,ZOMATO-EQ,1,0.05
NSE,nse_cm,EQ,ZIMLAB,12384,0,ZIM LABORATORIES LIMITED,ZIMLAB-EQ,ZIMLAB-EQ,1,0.01
NSE,nse_cm,EQ,ZFCVINDIA,16915,0,ZF COM VE CTR SYS IND LTD,ZFCVINDIA-EQ,ZFCVINDIA-EQ,1,0.05
NSE,nse_cm,EQ,ZENTEC,7508,0,ZEN TECHNOLOGIES LIMITED,ZENTEC-EQ,ZENTEC-EQ,1,0.05
NSE,nse_cm,EQ,ZENSARTECH,1076,0,ZENSAR TECHNOLOGIES  LTD,ZENSARTECH-EQ,ZENSARTECH-EQ,1,0.05
NSE,nse_cm,EQ,ZEEMEDIA,14003,0,ZEE MEDIA CORPORATION LTD,ZEEMEDIA-EQ,ZEEMEDIA-EQ,1,0.01
NSE,nse_cm,EQ,ZEEL,3812,0,ZEE ENTERTAINMENT ENT LTD,ZEEL-EQ,ZEEL-EQ,1,0.01
NSE,nse_cm,EQ,WONDERLA,3002,0,WONDERLA HOLIDAYS LTD.,WONDERLA-EQ,WONDERLA-EQ,1,0.05
NSE,nse_cm,EQ,WALCHANNAG,3736,0,WALCHANDNAGAR INDUSTRIES,WALCHANNAG-EQ,WALCHANNAG-EQ,1,0.05
NSE,nse_cm,EQ,WABAG,20188,0,VA TECH WABAG LTD,WABAG-EQ,WABAG-EQ,1,0.05
NSE,nse_cm,EQ,VTL,2073,0,VARDHMAN TEXTILES LIMITED,VTL-EQ,VTL-EQ,1,0.05
NSE,nse_cm,EQ,VSTTILLERS,24292,0,VST TILLERS TRACTORS LTD,VSTTILLERS-EQ,VSTTILLERS-EQ,1,0.05
NSE,nse_cm,EQ,VSTIND,3724,0,VST INDUSTRIES LTD,VSTIND-EQ,VSTIND-EQ,1,0.05
NSE,nse_cm,EQ,VSSL,27067,0,VARDHMAN SPC STEEL LTD,VSSL-EQ,VSSL-EQ,1,0.05
NSE,nse_cm,EQ,VRLLOG,8696,0,VRL LOGISTICS LIMITED,VRLLOG-EQ,VRLLOG-EQ,1,0.05
NSE,nse_cm,EQ,VRAJ,24321,0,VRAJ IRON AND STEEL LTD,VRAJ-EQ,VRAJ-EQ,1,0.01
NSE,nse_cm,EQ,WEL,7835,0,WONDER ELECTRICALS LTD,WEL-EQ,WEL-EQ,1,0.05
NSE,nse_cm,EQ,WELENT,11626,0,WELSPUN ENTERPRISES LTD.,WELENT-EQ,WELENT-EQ,1,0.05
NSE,nse_cm,EQ,WIPRO,3787,0,WIPRO LTD,WIPRO-EQ,WIPRO-EQ,1,0.05
NSE,nse_cm,EQ,WINDMACHIN,24969,0,WINDSOR MACHINES LIMITED,WINDMACHIN-EQ,WINDMACHIN-EQ,1,0.01
NSE,nse_cm,EQ,WINDLAS,5366,0,WINDLAS BIOTECH LIMITED,WINDLAS-EQ,WINDLAS-EQ,1,0.05
NSE,nse_cm,EQ,WILLAMAGOR,3772,0,WILLIAMSON MAGOR,WILLAMAGOR-EQ,WILLAMAGOR-EQ,1,0.01
NSE,nse_cm,EQ,WHIRLPOOL,18011,0,WHIRLPOOL OF INDIA LTD,WHIRLPOOL-EQ,WHIRLPOOL-EQ,1,0.05
NSE,nse_cm,EQ,WHEELS,3766,0,WHEELS INDIA LTD,WHEELS-EQ,WHEELS-EQ,1,0.05
NSE,nse_cm,EQ,WESTLIFE,11580,0,WESTLIFE FOODWORLD LTD,WESTLIFE-EQ,WESTLIFE-EQ,1,0.05
NSE,nse_cm,EQ,WENDT,4235,0,WENDT (INDIA) LIMITED,WENDT-EQ,WENDT-EQ,1,0.05
NSE,nse_cm,EQ,WELSPUNLIV,11253,0,WELSPUN LIVING LIMITED,WELSPUNLIV-EQ,WELSPUNLIV-EQ,1,0.01
NSE,nse_cm,EQ,WELINV,19800,0,WELSPUN INV & COMM LTD,WELINV-EQ,WELINV-EQ,1,0.05
NSE,nse_cm,EQ,WELCORP,11821,0,WELSPUN CORP LIMITED,WELCORP-EQ,WELCORP-EQ,1,0.05
NSE,nse_cm,EQ,UTKARSHBNK,17358,0,UTKARSH SMALL FIN BANK L,UTKARSHBNK-EQ,UTKARSHBNK-EQ,1,0.01
NSE,nse_cm,EQ,TIDEWATER,14019,0,TIDE WATER OIL LTD,TIDEWATER-EQ,TIDEWATER-EQ,1,0.05
NSE,nse_cm,EQ,TI,19196,0,TILAKNAGAR INDUSTRIES LTD,TI-EQ,TI-EQ,1,0.05
NSE,nse_cm,EQ,THYROCARE,17032,0,THYROCARE TECH LTD,THYROCARE-EQ,THYROCARE-EQ,1,0.05
NSE,nse_cm,EQ,THOMASCOOK,3481,0,THOMAS COOK (INDIA) LTD,THOMASCOOK-EQ,THOMASCOOK-EQ,1,0.01
NSE,nse_cm,EQ,THERMAX,3475,0,THERMAX LTD,THERMAX-EQ,THERMAX-EQ,1,0.05
NSE,nse_cm,EQ,TIIL,14223,0,TECHNOCRAFT IND LTD,TIIL-EQ,TIIL-EQ,1,0.05
NSE,nse_cm,EQ,THEMISMED,14485,0,THEMIS MEDICARE LTD.,THEMISMED-EQ,THEMISMED-EQ,1,0.05
NSE,nse_cm,EQ,THANGAMAYL,18118,0,THANGAMAYIL JEWELLERY LTD,THANGAMAYL-EQ,THANGAMAYL-EQ,1,0.05
NSE,nse_cm,EQ,TGBHOTELS,14607,0,TGB BANQUETS&HOTELS LTD,TGBHOTELS-EQ,TGBHOTELS-EQ,1,0.01
NSE,nse_cm,EQ,TFCILTD,3466,0,TOURISM FINANCE CORP. OF,TFCILTD-EQ,TFCILTD-EQ,1,0.01
NSE,nse_cm,EQ,THEJO,19279,0,THEJO ENGINEERING LIMITED,THEJO-EQ,THEJO-EQ,1,0.05
NSE,nse_cm,EQ,TIINDIA,312,0,TUBE INVEST OF INDIA LTD,TIINDIA-EQ,TIINDIA-EQ,1,0.05
NSE,nse_cm,EQ,TNPL,3980,0,TAMILNADU NEWSPRT & PAPER,TNPL-EQ,TNPL-EQ,1,0.01
NSE,nse_cm,EQ,TNPETRO,3509,0,TAMILNADU PETROPRODUCTS L,TNPETRO-EQ,TNPETRO-EQ,1,0.01
NSE,nse_cm,EQ,TMB,10945,0,TAMILNAD MERCA BANK LTD,TMB-EQ,TMB-EQ,1,0.05
NSE,nse_cm,EQ,TITAN,3506,0,TITAN COMPANY LIMITED,TITAN-EQ,TITAN-EQ,1,0.05
NSE,nse_cm,EQ,TITAGARH,15414,0,TITAGARH RAIL SYSTEMS LTD,TITAGARH-EQ,TITAGARH-EQ,1,0.05
NSE,nse_cm,EQ,TIRUMALCHM,3496,0,THIRUMALAI CHEMICALS LTD,TIRUMALCHM-EQ,TIRUMALCHM-EQ,1,0.05
NSE,nse_cm,EQ,TIPSINDLTD,9117,0,TIPS INDUSTRIES LIMITED,TIPSINDLTD-EQ,TIPSINDLTD-EQ,1,0.05
NSE,nse_cm,EQ,TIPSFILMS,11374,0,TIPS FILMS LIMITED,TIPSFILMS-EQ,TIPSFILMS-EQ,1,0.05
NSE,nse_cm,EQ,TIMKEN,14198,0,TIMKEN INDIA LTD.,TIMKEN-EQ,TIMKEN-EQ,1,0.05
NSE,nse_cm,EQ,TIMETECHNO,14707,0,TIME TECHNOPLAST LTD.,TIMETECHNO-EQ,TIMETECHNO-EQ,1,0.05
NSE,nse_cm,EQ,TIMESGTY,10717,0,TIMES GUARANTY LIMITED,TIMESGTY-EQ,TIMESGTY-EQ,1,0.01
NSE,nse_cm,EQ,TEXRAIL,21828,0,TEXMACO RAIL & ENG. LTD.,TEXRAIL-EQ,TEXRAIL-EQ,1,0.01
NSE,nse_cm,EQ,TEXMOPIPES,18214,0,TEXMO PIPE & PRODUCTS LTD,TEXMOPIPES-EQ,TEXMOPIPES-EQ,1,0.01
NSE,nse_cm,EQ,TEXINFRA,11549,0,TEXMACO INFRA & HOLDG LTD,TEXINFRA-EQ,TEXINFRA-EQ,1,0.01
NSE,nse_cm,EQ,TATVA,5162,0,TATVA CHIN PHARM CHEM LTD,TATVA-EQ,TATVA-EQ,1,0.05
NSE,nse_cm,EQ,TATATECH,20293,0,TATA TECHNOLOGIES LIMITED,TATATECH-EQ,TATATECH-EQ,1,0.05
NSE,nse_cm,EQ,TATASTEEL,3499,0,TATA STEEL LIMITED,TATASTEEL-EQ,TATASTEEL-EQ,1,0.01
NSE,nse_cm,EQ,TATAPOWER,3426,0,TATA POWER CO LTD,TATAPOWER-EQ,TATAPOWER-EQ,1,0.05
NSE,nse_cm,EQ,TATAMOTORS,3456,0,TATA MOTORS LIMITED,TATAMOTORS-EQ,TATAMOTORS-EQ,1,0.05
NSE,nse_cm,EQ,TATAINVEST,1621,0,TATA INVESTMENT CORP LTD,TATAINVEST-EQ,TATAINVEST-EQ,1,0.05
NSE,nse_cm,EQ,TATAELXSI,3411,0,TATA ELXSI LIMITED,TATAELXSI-EQ,TATAELXSI-EQ,1,0.05
NSE,nse_cm,EQ,TATACONSUM,3432,0,TATA CONSUMER PRODUCT LTD,TATACONSUM-EQ,TATACONSUM-EQ,1,0.05
NSE,nse_cm,EQ,TATACOMM,3721,0,TATA COMMUNICATIONS LTD,TATACOMM-EQ,TATACOMM-EQ,1,0.05
NSE,nse_cm,EQ,TATACHEM,3405,0,TATA CHEMICALS LTD,TATACHEM-EQ,TATACHEM-EQ,1,0.05
NSE,nse_cm,EQ,TASTYBITE,20092,0,TASTY BITE EATABLES LTD,TASTYBITE-EQ,TASTYBITE-EQ,1,0.05
NSE,nse_cm,EQ,TARSONS,6943,0,TARSONS PRODUCTS LIMITED,TARSONS-EQ,TARSONS-EQ,1,0.05
NSE,nse_cm,EQ,TBOTEK,23740,0,TBO TEK LIMITED,TBOTEK-EQ,TBOTEK-EQ,1,0.05
NSE,nse_cm,EQ,TBZ,27037,0,TRIB BHIMJI ZAVERI LTD,TBZ-EQ,TBZ-EQ,1,0.01
NSE,nse_cm,EQ,TCIEXP,19223,0,TCI EXPRESS LIMITED,TCIEXP-EQ,TCIEXP-EQ,1,0.05
NSE,nse_cm,EQ,TEMBO,3275,0,TEMBO GLOBAL IND LTD,TEMBO-EQ,TEMBO-EQ,1,0.05
NSE,nse_cm,EQ,TEJASNET,21131,0,TEJAS NETWORKS LIMITED,TEJASNET-EQ,TEJASNET-EQ,1,0.05
NSE,nse_cm,EQ,TEGA,7105,0,TEGA INDUSTRIES LIMITED,TEGA-EQ,TEGA-EQ,1,0.05
NSE,nse_cm,EQ,TECHM,13538,0,TECH MAHINDRA LIMITED,TECHM-EQ,TECHM-EQ,1,0.05
NSE,nse_cm,EQ,TEAMLEASE,12716,0,TEAMLEASE SERVICES LTD.,TEAMLEASE-EQ,TEAMLEASE-EQ,1,0.05
NSE,nse_cm,EQ,TDPOWERSYS,25178,0,TD POWER SYSTEMS LTD.,TDPOWERSYS-EQ,TDPOWERSYS-EQ,1,0.05
NSE,nse_cm,EQ,TCS,11536,0,TATA CONSULTANCY SERV LT,TCS-EQ,TCS-EQ,1,0.05
NSE,nse_cm,EQ,TCPLPACK,184,0,TCPL PACKAGING LIMITED,TCPLPACK-EQ,TCPLPACK-EQ,1,0.05
NSE,nse_cm,EQ,TCI,10580,0,TRANSPORT CORPN OF INDIA,TCI-EQ,TCI-EQ,1,0.05
NSE,nse_cm,EQ,TORNTPHARM,3518,0,TORRENT PHARMACEUTICALS L,TORNTPHARM-EQ,TORNTPHARM-EQ,1,0.05
NSE,nse_cm,EQ,TORNTPOWER,13786,0,TORRENT POWER LTD,TORNTPOWER-EQ,TORNTPOWER-EQ,1,0.05
NSE,nse_cm,EQ,UNIENTER,11293,0,UNIPHOS ENTERPRISES LTD,UNIENTER-EQ,UNIENTER-EQ,1,0.01
NSE,nse_cm,EQ,UNIECOM,24809,0,UNICOMMERCE ESOLUTIONS L,UNIECOM-EQ,UNIECOM-EQ,1,0.01
NSE,nse_cm,EQ,UNIDT,201,0,UNITED DRILLING TOOLS LTD,UNIDT-EQ,UNIDT-EQ,1,0.05
NSE,nse_cm,EQ,UNICHEMLAB,3579,0,UNICHEM LABORATORIES LTD,UNICHEMLAB-EQ,UNICHEMLAB-EQ,1,0.05
NSE,nse_cm,EQ,ULTRACEMCO,11532,0,ULTRATECH CEMENT LIMITED,ULTRACEMCO-EQ,ULTRACEMCO-EQ,1,0.05
NSE,nse_cm,EQ,UJJIVANSFB,15228,0,UJJIVAN SMALL FINANC BANK,UJJIVANSFB-EQ,UJJIVANSFB-EQ,1,0.01
NSE,nse_cm,EQ,UGROCAP,5313,0,UGRO CAPITAL LIMITED,UGROCAP-EQ,UGROCAP-EQ,1,0.01
NSE,nse_cm,EQ,UGARSUGAR,19578,0,THE UGAR SUGAR WORKS LTD,UGARSUGAR-EQ,UGARSUGAR-EQ,1,0.01
NSE,nse_cm,EQ,UFO,9039,0,UFO MOVIEZ INDIA LTD.,UFO-EQ,UFO-EQ,1,0.01
NSE,nse_cm,EQ,UFLEX,1053,0,UFLEX LIMITED,UFLEX-EQ,UFLEX-EQ,1,0.05
NSE,nse_cm,EQ,UDS,19113,0,UPDATER SERVICES LIMITED,UDS-EQ,UDS-EQ,1,0.05
NSE,nse_cm,EQ,UDAICEMENT,7276,0,UDAIPUR CEMENT WORKS LTD,UDAICEMENT-EQ,UDAICEMENT-EQ,1,0.01
NSE,nse_cm,EQ,UNIINFO,7791,0,UNIINFO TELECOM SERVI LTD,UNIINFO-EQ,UNIINFO-EQ,1,0.01
NSE,nse_cm,EQ,USHAMART,8840,0,USHA MARTIN LTD.,USHAMART-EQ,USHAMART-EQ,1,0.05
NSE,nse_cm,EQ,URJA,20203,0,URJA GLOBAL LIMITED,URJA-EQ,URJA-EQ,1,0.01
NSE,nse_cm,EQ,UPL,11287,0,UPL LIMITED,UPL-EQ,UPL-EQ,1,0.05
NSE,nse_cm,EQ,UNOMINDA,14154,0,UNO MINDA LIMITED,UNOMINDA-EQ,UNOMINDA-EQ,1,0.05
NSE,nse_cm,EQ,UNIVPHOTO,17659,0,UNIVERSUS IMAGINGS LTD,UNIVPHOTO-EQ,UNIVPHOTO-EQ,1,0.05
NSE,nse_cm,EQ,UNIVCABLES,3607,0,UNIVERSAL CABLES LTD,UNIVCABLES-EQ,UNIVCABLES-EQ,1,0.05
NSE,nse_cm,EQ,UNIVASTU,18977,0,UNIVASTU INDIA LIMITED,UNIVASTU-EQ,UNIVASTU-EQ,1,0.01
NSE,nse_cm,EQ,UNITEDTEA,17999,0,UNITED NILGIRI TEA LTD,UNITEDTEA-EQ,UNITEDTEA-EQ,1,0.05
NSE,nse_cm,EQ,UNITEDPOLY,7560,0,UNITED POLYFAB GUJ. LTD.,UNITEDPOLY-EQ,UNITEDPOLY-EQ,1,0.01
NSE,nse_cm,EQ,UNITDSPR,10447,0,UNITED SPIRITS LIMITED,UNITDSPR-EQ,UNITDSPR-EQ,1,0.05
NSE,nse_cm,EQ,UNIPARTS,13057,0,UNIPARTS INDIA LIMITED,UNIPARTS-EQ,UNIPARTS-EQ,1,0.05
NSE,nse_cm,EQ,UNIONBANK,10753,0,UNION BANK OF INDIA,UNIONBANK-EQ,UNIONBANK-EQ,1,0.01
NSE,nse_cm,EQ,UTIAMC,527,0,UTI ASSET MNGMT CO LTD,UTIAMC-EQ,UTIAMC-EQ,1,0.05
NSE,nse_cm,EQ,UCOBANK,11223,0,UCO BANK,UCOBANK-EQ,UCOBANK-EQ,1,0.01
NSE,nse_cm,EQ,UCAL,3570,0,UCAL LIMITED,UCAL-EQ,UCAL-EQ,1,0.01
NSE,nse_cm,EQ,TRIDENT,9685,0,TRIDENT LIMITED,TRIDENT-EQ,TRIDENT-EQ,1,0.01
NSE,nse_cm,EQ,TRF,17987,0,TRF LIMITED,TRF-EQ,TRF-EQ,1,0.05
NSE,nse_cm,EQ,TRENT,1964,0,TRENT LTD,TRENT-EQ,TRENT-EQ,1,0.05
NSE,nse_cm,EQ,TREL,17795,0,TRANSINDIA REAL ESTATE L,TREL-EQ,TREL-EQ,1,0.01
NSE,nse_cm,EQ,TREJHARA,7518,0,TREJHARA SOLUTIONS LTD,TREJHARA-EQ,TREJHARA-EQ,1,0.01
NSE,nse_cm,EQ,TREEHOUSE,25082,0,TREE HOUSE EDU LTD,TREEHOUSE-EQ,TREEHOUSE-EQ,1,0.01
NSE,nse_cm,EQ,TRACXN,11582,0,TRACXN TECHNOLOGIES LTD,TRACXN-EQ,TRACXN-EQ,1,0.01
NSE,nse_cm,EQ,TRITURBINE,25584,0,TRIVENI TURBINE LIMITED,TRITURBINE-EQ,TRITURBINE-EQ,1,0.05
NSE,nse_cm,EQ,TRIVENI,13081,0,TRIVENI ENGG. & INDS. LTD,TRIVENI-EQ,TRIVENI-EQ,1,0.05
NSE,nse_cm,EQ,TRU,9378,0,TRUCAP FINANCE LIMITED,TRU-EQ,TRU-EQ,1,0.01
NSE,nse_cm,EQ,UBL,16713,0,UNITED BREWERIES LTD,UBL-EQ,UBL-EQ,1,0.05
NSE,nse_cm,EQ,TVTODAY,11275,0,TV TODAY NETWORK LTD,TVTODAY-EQ,TVTODAY-EQ,1,0.05
NSE,nse_cm,EQ,TVSSRICHAK,14245,0,TVS SRICHAKRA LIMITED,TVSSRICHAK-EQ,TVSSRICHAK-EQ,1,0.05
