Exch,Exchange Segment,Group Name,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Trading Symbol,Lot Size,Tick Size
NSE,nse_cm,EQ,TVSSCS,18151,0,TVS SUPPLY CHAIN SOL L,TVSSCS-EQ,TVSSCS-EQ,1,0.01
NSE,nse_cm,EQ,TVSMOTOR,8479,0,TVS MOTOR COMPANY  LTD,TVSMOTOR-EQ,TVSMOTOR-EQ,1,0.05
NSE,nse_cm,EQ,TVSHLTD,29008,0,TVS HOLDINGS LIMITED,TVSHLTD-EQ,TVSHLTD-EQ,1,0.05
NSE,nse_cm,EQ,TV18BRDCST,14208,0,TV18 BROADCAST LIMITED,TV18BRDCST-EQ,TV18BRDCST-EQ,1,0.01
NSE,nse_cm,EQ,TTML,8954,0,TATA TELESERV(MAHARASTRA),TTML-EQ,TTML-EQ,1,0.01
NSE,nse_cm,EQ,TTL,14314,0,T T LIMITED,TTL-EQ,TTL-EQ,1,0.01
NSE,nse_cm,EQ,TTKPRESTIG,3546,0,TTK PRESTIGE LTD,TTKPRESTIG-EQ,TTKPRESTIG-EQ,1,0.05
NSE,nse_cm,EQ,TTKHLTCARE,11369,0,TTK HEALTHCARE LIMITED,TTKHLTCARE-EQ,TTKHLTCARE-EQ,1,0.05
NSE,nse_cm,EQ,SAFARI,13035,0,SAFARI IND (INDIA) LTD,SAFARI-EQ,SAFARI-EQ,1,0.05
NSE,nse_cm,EQ,SADHNANIQ,15343,0,SADHANA NITROCHEM LIMITED,SADHNANIQ-EQ,SADHNANIQ-EQ,1,0.01
NSE,nse_cm,EQ,MVGJL,19015,0,MANOJ VAIBHAV GEM N JEW L,MVGJL-EQ,MVGJL-EQ,1,0.01
NSE,nse_cm,EQ,MUTHOOTMF,20831,0,MUTHOOT MICROFIN LIMITED,MUTHOOTMF-EQ,MUTHOOTMF-EQ,1,0.01
NSE,nse_cm,EQ,MUTHOOTFIN,23650,0,MUTHOOT FINANCE LIMITED,MUTHOOTFIN-EQ,MUTHOOTFIN-EQ,1,0.05
NSE,nse_cm,EQ,MUTHOOTCAP,10415,0,MUTHOOT CAP SERV LTD,MUTHOOTCAP-EQ,MUTHOOTCAP-EQ,1,0.05
NSE,nse_cm,EQ,N1NSETEST,12848,0,N1NSETEST,N1NSETEST-EQ,N1NSETEST-EQ,1,0.05
NSE,nse_cm,EQ,MURUDCERA,2313,0,MURUDESHWAR CERAMICS LTD,MURUDCERA-EQ,MURUDCERA-EQ,1,0.01
NSE,nse_cm,EQ,MUNJALAU,13511,0,MUNJAL AUTO IND. LTD.,MUNJALAU-EQ,MUNJALAU-EQ,1,0.01
NSE,nse_cm,EQ,MUKTAARTS,8687,0,MUKTA ARTS LIMITED,MUKTAARTS-EQ,MUKTAARTS-EQ,1,0.01
NSE,nse_cm,EQ,MUKKA,22980,0,MUKKA PROTEINS LIMITED,MUKKA-EQ,MUKKA-EQ,1,0.01
NSE,nse_cm,EQ,MUKANDLTD,11325,0,MUKAND LTD.,MUKANDLTD-EQ,MUKANDLTD-EQ,1,0.01
NSE,nse_cm,EQ,MUFTI,20878,0,CREDO BRANDS MARKETING L,MUFTI-EQ,MUFTI-EQ,1,0.01
NSE,nse_cm,EQ,MUFIN,19783,0,MUFIN GREEN FINANCE LTD,MUFIN-EQ,MUFIN-EQ,1,0.01
NSE,nse_cm,EQ,MUNJALSHOW,2307,0,MUNJAL SHOWA LTD,MUNJALSHOW-EQ,MUNJALSHOW-EQ,1,0.01
NSE,nse_cm,EQ,NACLIND,20425,0,NACL INDUSTRIES LIMITED,NACLIND-EQ,NACLIND-EQ,1,0.01
NSE,nse_cm,EQ,NAGAFERT,17295,0,NAGARJUN FERT AND CHE LTD,NAGAFERT-EQ,NAGAFERT-EQ,1,0.01
NSE,nse_cm,EQ,NAVKARCORP,10557,0,NAVKAR CORPORATION LTD.,NAVKARCORP-EQ,NAVKARCORP-EQ,1,0.01
NSE,nse_cm,EQ,NAVINFLUOR,14672,0,NAVIN FLUORINE INT. LTD,NAVINFLUOR-EQ,NAVINFLUOR-EQ,1,0.05
NSE,nse_cm,EQ,NAVA,4014,0,NAVA LIMITED,NAVA-EQ,NAVA-EQ,1,0.05
NSE,nse_cm,EQ,NAUKRI,13751,0,INFO EDGE (I) LTD,NAUKRI-EQ,NAUKRI-EQ,1,0.05
NSE,nse_cm,EQ,NATIONALUM,6364,0,NATIONAL ALUMINIUM CO LTD,NATIONALUM-EQ,NATIONALUM-EQ,1,0.01
NSE,nse_cm,EQ,NATCOPHARM,3918,0,NATCO PHARMA LTD.,NATCOPHARM-EQ,NATCOPHARM-EQ,1,0.05
NSE,nse_cm,EQ,NAM-INDIA,357,0,NIPPON L I A M LTD,NAM-INDIA-EQ,NAM-INDIA-EQ,1,0.05
NSE,nse_cm,EQ,NAHARSPING,14440,0,NAHAR SPINNING MILLS LTD.,NAHARSPING-EQ,NAHARSPING-EQ,1,0.05
NSE,nse_cm,EQ,NAHARINDUS,13106,0,NAHAR INDS ENT LTD,NAHARINDUS-EQ,NAHARINDUS-EQ,1,0.01
NSE,nse_cm,EQ,NAHARCAP,15360,0,NAHAR CAP & FIN.,NAHARCAP-EQ,NAHARCAP-EQ,1,0.05
NSE,nse_cm,EQ,MTNL,2294,0,MAHANAGAR TELEPHONE NIGAM,MTNL-EQ,MTNL-EQ,1,0.01
NSE,nse_cm,EQ,MTARTECH,2709,0,MTAR TECHNOLOGIES LIMITED,MTARTECH-EQ,MTARTECH-EQ,1,0.05
NSE,nse_cm,EQ,MSUMI,8596,0,MOTHERSON SUMI WRNG IND L,MSUMI-EQ,MSUMI-EQ,1,0.01
NSE,nse_cm,EQ,MSTCLTD,9356,0,MSTC LIMITED,MSTCLTD-EQ,MSTCLTD-EQ,1,0.05
NSE,nse_cm,EQ,MOLDTKPAC,6713,0,MOLD-TEK PACKAGING LTD,MOLDTKPAC-EQ,MOLDTKPAC-EQ,1,0.05
NSE,nse_cm,EQ,MOLDTECH,17625,0,MOLD-TEK TECHNOLOGIES LTD,MOLDTECH-EQ,MOLDTECH-EQ,1,0.01
NSE,nse_cm,EQ,MOL,5394,0,MEGHMANI ORGANICS LIMITED,MOL-EQ,MOL-EQ,1,0.01
NSE,nse_cm,EQ,MOKSH,3586,0,MOKSH ORNAMENTS LIMITED,MOKSH-EQ,MOKSH-EQ,1,0.01
NSE,nse_cm,EQ,MOIL,20830,0,MOIL LIMITED,MOIL-EQ,MOIL-EQ,1,0.05
NSE,nse_cm,EQ,MODISONLTD,3316,0,MODISON LIMITED,MODISONLTD-EQ,MODISONLTD-EQ,1,0.01
NSE,nse_cm,EQ,MODIRUBBER,2229,0,MODI RUBBER LTD,MODIRUBBER-EQ,MODIRUBBER-EQ,1,0.01
NSE,nse_cm,EQ,MMTC,17957,0,MMTC LIMITED,MMTC-EQ,MMTC-EQ,1,0.01
NSE,nse_cm,EQ,MMFL,13844,0,MM FORGINGS LTD,MMFL-EQ,MMFL-EQ,1,0.05
NSE,nse_cm,EQ,MITTAL,18562,0,MITTAL LIFE STYLE LIMITED,MITTAL-EQ,MITTAL-EQ,1,0.01
NSE,nse_cm,EQ,MONARCH,7679,0,MONARCH NETWORTH CAP LTD,MONARCH-EQ,MONARCH-EQ,1,0.05
NSE,nse_cm,EQ,NAVNETEDUL,2385,0,NAVNEET EDUCATION LTD,NAVNETEDUL-EQ,NAVNETEDUL-EQ,1,0.01
NSE,nse_cm,EQ,MOREPENLAB,2259,0,MOREPEN LAB. LTD,MOREPENLAB-EQ,MOREPENLAB-EQ,1,0.01
NSE,nse_cm,EQ,MSPL,11919,0,MSP STEEL & POWER LTD.,MSPL-EQ,MSPL-EQ,1,0.01
NSE,nse_cm,EQ,MRPL,2283,0,MRPL,MRPL-EQ,MRPL-EQ,1,0.01
NSE,nse_cm,EQ,MRF,2277,0,MRF LTD,MRF-EQ,MRF-EQ,1,0.05
NSE,nse_cm,EQ,MPSLTD,10578,0,MPS LIMITED,MPSLTD-EQ,MPSLTD-EQ,1,0.05
NSE,nse_cm,EQ,MPHASIS,4503,0,MPHASIS LIMITED,MPHASIS-EQ,MPHASIS-EQ,1,0.05
NSE,nse_cm,EQ,MOTOGENFIN,2268,0,MOTOR & GENERAL FINANCE L,MOTOGENFIN-EQ,MOTOGENFIN-EQ,1,0.01
NSE,nse_cm,EQ,MOTISONS,20788,0,MOTISONS JEWELLERS LTD,MOTISONS-EQ,MOTISONS-EQ,1,0.01
NSE,nse_cm,EQ,MOTILALOFS,14947,0,MOTILAL OSWAL FIN LTD,MOTILALOFS-EQ,MOTILALOFS-EQ,1,0.05
NSE,nse_cm,EQ,MOTHERSON,4204,0,SAMVRDHNA MTHRSN INTL LTD,MOTHERSON-EQ,MOTHERSON-EQ,1,0.01
NSE,nse_cm,EQ,MONTECARLO,5938,0,MONTE CARLO FASHIONS LTD.,MONTECARLO-EQ,MONTECARLO-EQ,1,0.05
NSE,nse_cm,EQ,NAZARA,2987,0,NAZARA TECHNOLOGIES LTD,NAZARA-EQ,NAZARA-EQ,1,0.05
NSE,nse_cm,EQ,NBCC,31415,0,NBCC (INDIA) LIMITED,NBCC-EQ,NBCC-EQ,1,0.01
NSE,nse_cm,EQ,NRAIL,20314,0,N R AGARWAL INDS LTD,NRAIL-EQ,NRAIL-EQ,1,0.05
NSE,nse_cm,EQ,NORBTEAEXP,4160,0,NORBEN TEA & EXPORTS LTD,NORBTEAEXP-EQ,NORBTEAEXP-EQ,1,0.01
NSE,nse_cm,EQ,NOCIL,2442,0,NOCIL LIMITED,NOCIL-EQ,NOCIL-EQ,1,0.05
NSE,nse_cm,EQ,NMDC,15332,0,NMDC LTD.,NMDC-EQ,NMDC-EQ,1,0.01
NSE,nse_cm,EQ,NLCINDIA,8585,0,NLC INDIA LIMITED,NLCINDIA-EQ,NLCINDIA-EQ,1,0.05
NSE,nse_cm,EQ,NKIND,2439,0,NK INDUSTRIES LTD,NKIND-EQ,NKIND-EQ,1,0.01
NSE,nse_cm,EQ,NITIRAJ,3247,0,NITIRAJ ENGINEERS LTD,NITIRAJ-EQ,NITIRAJ-EQ,1,0.01
NSE,nse_cm,EQ,NITINSPIN,13175,0,NITIN SPINNERS LIMITED,NITINSPIN-EQ,NITINSPIN-EQ,1,0.05
NSE,nse_cm,EQ,NITCO,13300,0,NITCO LIMITED,NITCO-EQ,NITCO-EQ,1,0.01
NSE,nse_cm,EQ,NIRAJISPAT,18840,0,NIRAJ ISPAT IND LTD,NIRAJISPAT-EQ,NIRAJISPAT-EQ,1,0.01
NSE,nse_cm,EQ,NRBBEARING,7553,0,NRB BEARING LIMITED,NRBBEARING-EQ,NRBBEARING-EQ,1,0.05
NSE,nse_cm,EQ,NIRAJ,255,0,NIRAJ CEMENT STRUC LTD,NIRAJ-EQ,NIRAJ-EQ,1,0.01
NSE,nse_cm,EQ,NRL,13675,0,NUPUR RECYCLERS LIMITED,NRL-EQ,NRL-EQ,1,0.01
NSE,nse_cm,EQ,NSLNISP,14180,0,NMDC STEEL LIMITED,NSLNISP-EQ,NSLNISP-EQ,1,0.01
NSE,nse_cm,EQ,OLAELEC,24777,0,OLA ELECTRIC MOBILITY LTD,OLAELEC-EQ,OLAELEC-EQ,1,0.01
NSE,nse_cm,EQ,OIL,17438,0,OIL INDIA LTD,OIL-EQ,OIL-EQ,1,0.05
NSE,nse_cm,EQ,OFSS,10738,0,ORACLE FIN SERV SOFT LTD.,OFSS-EQ,OFSS-EQ,1,0.05
NSE,nse_cm,EQ,OBEROIRLTY,20242,0,OBEROI REALTY LIMITED,OBEROIRLTY-EQ,OBEROIRLTY-EQ,1,0.05
NSE,nse_cm,EQ,OBCL,8797,0,ORISSA BENGAL CARRIER LTD,OBCL-EQ,OBCL-EQ,1,0.01
NSE,nse_cm,EQ,OAL,10768,0,ORIENTAL AROMATICS LTD,OAL-EQ,OAL-EQ,1,0.05
NSE,nse_cm,EQ,NYKAA,6545,0,FSN E COMMERCE VENTURES,NYKAA-EQ,NYKAA-EQ,1,0.01
NSE,nse_cm,EQ,NUVOCO,5426,0,NUVOCO VISTAS CORP LTD,NUVOCO-EQ,NUVOCO-EQ,1,0.05
NSE,nse_cm,EQ,NUVAMA,18721,0,NUVAMA WEALTH MANAGE LTD,NUVAMA-EQ,NUVAMA-EQ,1,0.05
NSE,nse_cm,EQ,NURECA,2350,0,NURECA LIMITED,NURECA-EQ,NURECA-EQ,1,0.05
NSE,nse_cm,EQ,NUCLEUS,10791,0,NUCLEUS SOFTWARE EXPORTS,NUCLEUS-EQ,NUCLEUS-EQ,1,0.05
NSE,nse_cm,EQ,NTPC,11630,0,NTPC LTD,NTPC-EQ,NTPC-EQ,1,0.05
NSE,nse_cm,EQ,NSIL,11239,0,NALWA SONS INVESTMENT LTD,NSIL-EQ,NSIL-EQ,1,0.05
NSE,nse_cm,EQ,MITCON,8469,0,MITCON CON & ENG SER LTD,MITCON-EQ,MITCON-EQ,1,0.01
NSE,nse_cm,EQ,NIPPOBATRY,6782,0,INDO-NATIONAL LIMITED,NIPPOBATRY-EQ,NIPPOBATRY-EQ,1,0.05
NSE,nse_cm,EQ,NILKAMAL,2421,0,NILKAMAL LIMITED,NILKAMAL-EQ,NILKAMAL-EQ,1,0.05
NSE,nse_cm,EQ,NESTLEIND,17963,0,NESTLE INDIA LIMITED,NESTLEIND-EQ,NESTLEIND-EQ,1,0.05
NSE,nse_cm,EQ,NESCO,15409,0,NESCO LTD.,NESCO-EQ,NESCO-EQ,1,0.05
NSE,nse_cm,EQ,NEOGEN,9917,0,NEOGEN CHEMICALS LIMITED,NEOGEN-EQ,NEOGEN-EQ,1,0.05
NSE,nse_cm,EQ,NELCO,2388,0,NELCO LTD,NELCO-EQ,NELCO-EQ,1,0.05
NSE,nse_cm,EQ,NELCAST,14761,0,NELCAST LIMITED,NELCAST-EQ,NELCAST-EQ,1,0.01
NSE,nse_cm,EQ,NECLIFE,11927,0,NECTAR LIFESCIENCES LTD.,NECLIFE-EQ,NECLIFE-EQ,1,0.01
NSE,nse_cm,EQ,NDTV,11427,0,NDTV LTD,NDTV-EQ,NDTV-EQ,1,0.01
NSE,nse_cm,EQ,NDRAUTO,22255,0,NDR AUTO COMPONENTS LTD,NDRAUTO-EQ,NDRAUTO-EQ,1,0.05
NSE,nse_cm,EQ,NDLVENTURE,14547,0,NDL VENTURES LIMITED,NDLVENTURE-EQ,NDLVENTURE-EQ,1,0.01
NSE,nse_cm,EQ,NDL,31258,0,NANDAN DENIM LIMITED,NDL-EQ,NDL-EQ,1,0.01
NSE,nse_cm,EQ,NCLIND,14490,0,NCL INDUSTRIES LIMITED,NCLIND-EQ,NCLIND-EQ,1,0.01
NSE,nse_cm,EQ,NCC,2319,0,NCC LIMITED,NCC-EQ,NCC-EQ,1,0.05
NSE,nse_cm,EQ,NINSYS,14194,0,NINTEC SYSTEMS LIMITED,NINSYS-EQ,NINSYS-EQ,1,0.05
NSE,nse_cm,EQ,NETWEB,17433,0,NETWEB TECH INDIA LTD,NETWEB-EQ,NETWEB-EQ,1,0.05
NSE,nse_cm,EQ,NEULANDLAB,2406,0,NEULAND LAB LTD.,NEULANDLAB-EQ,NEULANDLAB-EQ,1,0.05
NSE,nse_cm,EQ,NILAINFRA,9253,0,NILA INFRASTRUCTURES LTD,NILAINFRA-EQ,NILAINFRA-EQ,1,0.01
NSE,nse_cm,EQ,NIITMTS,17747,0,NIIT LEARNING SYSTEMS LTD,NIITMTS-EQ,NIITMTS-EQ,1,0.05
NSE,nse_cm,EQ,NIITLTD,11522,0,NIIT LIMITED,NIITLTD-EQ,NIITLTD-EQ,1,0.01
NSE,nse_cm,EQ,NIBL,29733,0,NRB INDUS. BEARINGS LTD.,NIBL-EQ,NIBL-EQ,1,0.01
NSE,nse_cm,EQ,NIACL,399,0,THE NEW INDIA ASSU CO LTD,NIACL-EQ,NIACL-EQ,1,0.05
NSE,nse_cm,EQ,NHPC,17400,0,NHPC LTD,NHPC-EQ,NHPC-EQ,1,0.01
NSE,nse_cm,EQ,NH,11840,0,NARAYANA HRUDAYALAYA LTD.,NH-EQ,NH-EQ,1,0.05
NSE,nse_cm,EQ,NGLFINE,10277,0,NGL FINE CHEM LIMITED,NGLFINE-EQ,NGLFINE-EQ,1,0.05
NSE,nse_cm,EQ,NGIL,5401,0,NAKODA GROUP OF IND. LTD,NGIL-EQ,NGIL-EQ,1,0.01
NSE,nse_cm,EQ,NFL,13925,0,NATIONAL FERT. LTD,NFL-EQ,NFL-EQ,1,0.01
NSE,nse_cm,EQ,NEWGEN,1164,0,NEWGEN SOFTWARE TECH LTD,NEWGEN-EQ,NEWGEN-EQ,1,0.05
NSE,nse_cm,EQ,NETWORK18,14111,0,NETWORK18 MEDIA & INV LTD,NETWORK18-EQ,NETWORK18-EQ,1,0.01
NSE,nse_cm,EQ,OLECTRA,10637,0,OLECTRA GREENTECH LIMITED,OLECTRA-EQ,OLECTRA-EQ,1,0.05
NSE,nse_cm,EQ,MIRZAINT,4394,0,MIRZA INTERNATIONAL LIMIT,MIRZAINT-EQ,MIRZAINT-EQ,1,0.01
NSE,nse_cm,EQ,MAHABANK,11377,0,BANK OF MAHARASHTRA,MAHABANK-EQ,MAHABANK-EQ,1,0.01
NSE,nse_cm,EQ,MAGNUM,14957,0,MAGNUM VENTURES LTD.,MAGNUM-EQ,MAGNUM-EQ,1,0.01
NSE,nse_cm,EQ,MAGADSUGAR,21392,0,MAGADH SUGAR & ENERGY LTD,MAGADSUGAR-EQ,MAGADSUGAR-EQ,1,0.05
NSE,nse_cm,EQ,MADRASFERT,4911,0,MADRAS FERTILISERS LTD,MADRASFERT-EQ,MADRASFERT-EQ,1,0.01
NSE,nse_cm,EQ,MADHAV,15151,0,MADHAV MARBLE & GRANITE,MADHAV-EQ,MADHAV-EQ,1,0.01
NSE,nse_cm,EQ,MAANALU,15017,0,MAAN ALUMINIUM LIMITED,MAANALU-EQ,MAANALU-EQ,1,0.01
NSE,nse_cm,EQ,M&MFIN,13285,0,M&M FIN. SERVICES LTD,M&MFIN-EQ,M&MFIN-EQ,1,0.05
NSE,nse_cm,EQ,M&M,2031,0,MAHINDRA & MAHINDRA LTD,M&M-EQ,M&M-EQ,1,0.05
NSE,nse_cm,EQ,MAHESHWARI,9576,0,MAHESHWARI LOGISTICS LTD.,MAHESHWARI-EQ,MAHESHWARI-EQ,1,0.01
NSE,nse_cm,EQ,MANAKSTEEL,7463,0,MANAKSIA STEELS LTD,MANAKSTEEL-EQ,MANAKSTEEL-EQ,1,0.01
NSE,nse_cm,EQ,MANAKSIA,15199,0,MANAKSIA LTD.,MANAKSIA-EQ,MANAKSIA-EQ,1,0.01
NSE,nse_cm,EQ,MALUPAPER,13352,0,MALU PAPER MILLS LIMITED,MALUPAPER-EQ,MALUPAPER-EQ,1,0.01
NSE,nse_cm,EQ,MALLCOM,7965,0,MALLCOM (INDIA) LIMITED,MALLCOM-EQ,MALLCOM-EQ,1,0.05
NSE,nse_cm,EQ,MAITHANALL,24538,0,MAITHAN ALLOYS LTD,MAITHANALL-EQ,MAITHANALL-EQ,1,0.05
NSE,nse_cm,EQ,MAHSEAMLES,2088,0,MAHARASHTRA SEAMLESS LTD,MAHSEAMLES-EQ,MAHSEAMLES-EQ,1,0.05
NSE,nse_cm,EQ,MAHSCOOTER,2085,0,MAHARASHTRA SCOOTERS LTD,MAHSCOOTER-EQ,MAHSCOOTER-EQ,1,0.05
NSE,nse_cm,EQ,MAHLOG,385,0,MAHINDRA LOGISTIC LIMITED,MAHLOG-EQ,MAHLOG-EQ,1,0.05
NSE,nse_cm,EQ,MAHLIFE,8050,0,MAHINDRA LIFESPACE DEVLTD,MAHLIFE-EQ,MAHLIFE-EQ,1,0.05
NSE,nse_cm,EQ,LYKALABS,2028,0,LYKA LABS LTD,LYKALABS-EQ,LYKALABS-EQ,1,0.01
NSE,nse_cm,EQ,LXCHEM,2841,0,LAXMI ORGANIC INDUS LTD,LXCHEM-EQ,LXCHEM-EQ,1,0.05
NSE,nse_cm,EQ,LUXIND,11301,0,LUX INDUSTRIES LIMITED,LUXIND-EQ,LUXIND-EQ,1,0.05
NSE,nse_cm,EQ,LINDEINDIA,1627,0,LINDE INDIA LIMITED,LINDEINDIA-EQ,LINDEINDIA-EQ,1,0.05
NSE,nse_cm,EQ,LINCOLN,11596,0,LINCOLN PHARMA LTD,LINCOLN-EQ,LINCOLN-EQ,1,0.05
NSE,nse_cm,EQ,LINC,6951,0,LINC LIMITED,LINC-EQ,LINC-EQ,1,0.05
NSE,nse_cm,EQ,LIKHITHA,578,0,LIKHITHA INFRASTRUC LTD,LIKHITHA-EQ,LIKHITHA-EQ,1,0.05
NSE,nse_cm,EQ,LICI,9480,0,LIFE INSURA CORP OF INDIA,LICI-EQ,LICI-EQ,1,0.05
NSE,nse_cm,EQ,LICHSGFIN,1997,0,LIC HOUSING FINANCE LTD,LICHSGFIN-EQ,LICHSGFIN-EQ,1,0.05
NSE,nse_cm,EQ,LIBAS,11082,0,LIBAS CONSU PRODUCTS LTD,LIBAS-EQ,LIBAS-EQ,1,0.01
NSE,nse_cm,EQ,LGBBROSLTD,18321,0,LG BALAKRISHNAN & BROS,LGBBROSLTD-EQ,LGBBROSLTD-EQ,1,0.05
NSE,nse_cm,EQ,LFIC,7902,0,LAKSHMI FIN IND CORP LTD,LFIC-EQ,LFIC-EQ,1,0.01
NSE,nse_cm,EQ,LEXUS,14459,0,LEXUS GRANITO (INDIA) LTD,LEXUS-EQ,LEXUS-EQ,1,0.01
NSE,nse_cm,EQ,LEMONTREE,2606,0,LEMON TREE HOTELS LTD,LEMONTREE-EQ,LEMONTREE-EQ,1,0.01
NSE,nse_cm,EQ,LLOYDSENGG,17801,0,LLOYDS ENGG WORK LIMITED,LLOYDSENGG-EQ,LLOYDSENGG-EQ,1,0.01
NSE,nse_cm,EQ,MANALIPETC,13796,0,MANALI PETROCHEMICALS LT,MANALIPETC-EQ,MANALIPETC-EQ,1,0.01
NSE,nse_cm,EQ,LLOYDSME,17313,0,LLOYDS METALS N ENERGY L,LLOYDSME-EQ,LLOYDSME-EQ,1,0.05
NSE,nse_cm,EQ,LOKESHMACH,13436,0,LOKESH MACHINES LTD,LOKESHMACH-EQ,LOKESHMACH-EQ,1,0.05
NSE,nse_cm,EQ,LUPIN,10440,0,LUPIN LIMITED,LUPIN-EQ,LUPIN-EQ,1,0.05
NSE,nse_cm,EQ,LUMAXTECH,14014,0,LUMAX AUTO TECH LTD,LUMAXTECH-EQ,LUMAXTECH-EQ,1,0.05
NSE,nse_cm,EQ,LUMAXIND,2018,0,LUMAX INDUSTRIES LTD,LUMAXIND-EQ,LUMAXIND-EQ,1,0.05
NSE,nse_cm,EQ,LTTS,18564,0,L&T TECHNOLOGY SER. LTD.,LTTS-EQ,LTTS-EQ,1,0.05
NSE,nse_cm,EQ,LTIM,17818,0,LTIMINDTREE LIMITED,LTIM-EQ,LTIM-EQ,1,0.05
NSE,nse_cm,EQ,LTFOODS,13816,0,LT FOODS LIMITED,LTFOODS-EQ,LTFOODS-EQ,1,0.05
NSE,nse_cm,EQ,LTF,24948,0,L&T FINANCE LIMITED,LTF-EQ,LTF-EQ,1,0.01
NSE,nse_cm,EQ,LT,11483,0,LARSEN & TOUBRO LTD.,LT-EQ,LT-EQ,1,0.05
NSE,nse_cm,EQ,LOYALTEX,10590,0,LOYAL TEXTILE MILLS LTD,LOYALTEX-EQ,LOYALTEX-EQ,1,0.05
NSE,nse_cm,EQ,LOTUSEYE,16807,0,LOTUS EYE HOSP & INST L,LOTUSEYE-EQ,LOTUSEYE-EQ,1,0.01
NSE,nse_cm,EQ,LORDSCHLO,18232,0,LORDS CHLORO ALKALI LTD,LORDSCHLO-EQ,LORDSCHLO-EQ,1,0.01
NSE,nse_cm,EQ,LODHA,3220,0,MACROTECH DEVELOPERS LTD,LODHA-EQ,LODHA-EQ,1,0.05
NSE,nse_cm,EQ,MANAPPURAM,19061,0,MANAPPURAM FINANCE LTD,MANAPPURAM-EQ,MANAPPURAM-EQ,1,0.01
NSE,nse_cm,EQ,MANCREDIT,24823,0,MANGAL CREDIT N FINCORP L,MANCREDIT-EQ,MANCREDIT-EQ,1,0.01
NSE,nse_cm,EQ,MEGASTAR,8153,0,MEGASTAR FOODS LIMITED,MEGASTAR-EQ,MEGASTAR-EQ,1,0.05
NSE,nse_cm,EQ,MEGASOFT,14793,0,MEGASOFT LTD,MEGASOFT-EQ,MEGASOFT-EQ,1,0.01
NSE,nse_cm,EQ,MEDPLUS,7254,0,MEDPLUS HEALTH SERV LTD,MEDPLUS-EQ,MEDPLUS-EQ,1,0.05
NSE,nse_cm,EQ,MEDICAMEQ,6278,0,MEDICAMEN BIOTECH LIMITED,MEDICAMEQ-EQ,MEDICAMEQ-EQ,1,0.05
NSE,nse_cm,EQ,MEDIASSIST,21705,0,MEDI ASSIST HEALTH SER L,MEDIASSIST-EQ,MEDIASSIST-EQ,1,0.05
NSE,nse_cm,EQ,MEDANTA,11956,0,GLOBAL HEALTH LIMITED,MEDANTA-EQ,MEDANTA-EQ,1,0.05
NSE,nse_cm,EQ,MCX,31181,0,MULTI COMMODITY EXCHANGE,MCX-EQ,MCX-EQ,1,0.05
NSE,nse_cm,EQ,MCLEODRUSS,11943,0,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS-EQ,MCLEODRUSS-EQ,1,0.01
NSE,nse_cm,EQ,MCL,22360,0,MADHAV COPPER LIMITED,MCL-EQ,MCL-EQ,1,0.01
NSE,nse_cm,EQ,MENONBE,6961,0,MENON BEARINGS LIMITED,MENONBE-EQ,MENONBE-EQ,1,0.01
NSE,nse_cm,EQ,METROPOLIS,9581,0,METROPOLIS HEALTHCARE LTD,METROPOLIS-EQ,METROPOLIS-EQ,1,0.05
NSE,nse_cm,EQ,MINDACORP,25897,0,MINDA CORPORATION LTD,MINDACORP-EQ,MINDACORP-EQ,1,0.05
NSE,nse_cm,EQ,MIDHANI,2463,0,MISHRA DHATU NIGAM LTD,MIDHANI-EQ,MIDHANI-EQ,1,0.05
NSE,nse_cm,EQ,MHRIL,17333,0,MAHINDRA HOLIDAYS LTD,MHRIL-EQ,MHRIL-EQ,1,0.05
NSE,nse_cm,EQ,MHLXMIRU,7886,0,MAHALAXMI RUBTECH LIMITED,MHLXMIRU-EQ,MHLXMIRU-EQ,1,0.01
NSE,nse_cm,EQ,MGL,17534,0,MAHANAGAR GAS LTD.,MGL-EQ,MGL-EQ,1,0.05
NSE,nse_cm,EQ,MFSL,2142,0,MAX FINANCIAL SERV LTD,MFSL-EQ,MFSL-EQ,1,0.05
NSE,nse_cm,EQ,METROBRAND,7242,0,METRO BRANDS LIMITED,METROBRAND-EQ,METROBRAND-EQ,1,0.05
NSE,nse_cm,EQ,MBAPL,12686,0,MADHYA BHARAT AGRO P. LTD,MBAPL-EQ,MBAPL-EQ,1,0.01
NSE,nse_cm,EQ,MAZDA,18866,0,MAZDA LIMITED,MAZDA-EQ,MAZDA-EQ,1,0.05
NSE,nse_cm,EQ,MARATHON,18659,0,MARATHON NXTGEN REALT LTD,MARATHON-EQ,MARATHON-EQ,1,0.05
NSE,nse_cm,EQ,MARALOVER,2112,0,MARAL OVERSEAS LTD,MARALOVER-EQ,MARALOVER-EQ,1,0.01
NSE,nse_cm,EQ,MAPMYINDIA,7227,0,C.E. INFO SYSTEMS LIMITED,MAPMYINDIA-EQ,MAPMYINDIA-EQ,1,0.05
NSE,nse_cm,EQ,MANYAVAR,8167,0,VEDANT FASHIONS LIMITED,MANYAVAR-EQ,MANYAVAR-EQ,1,0.05
NSE,nse_cm,EQ,MANUGRAPH,13572,0,MANUGRAPH INDIA LIMITED,MANUGRAPH-EQ,MANUGRAPH-EQ,1,0.01
